Type;Reference;DOI
Literature;Quero, G. M., Fasolato, L., Vignaroli, C. & Luna, G. Understanding The Association Of Escherichia Coli With Diverse Macroalgae In The Lagoon Of Venice. Sci. Rep., 4, 5:10969. (2015) ;10.1038/srep10969
Literature;Raffo, M., Eyras, M. & Iribarne, O. The Invasion Of Undaria Pinnatifida To A Macrocystis Pyrifera Kelp In Patagonia (argentina, South-west Atlantic). J. Mar. Biol. Assoc. UK, 89: 8, 1571-1580 (2009) ;10.1017/s002531540900071x
Literature;Rechimont, M., Galván, D., Sueiro, M., Casas, G., Piriz, M., Diez, M., Primost, M., Zabala, M., Márquez, F., Brogger, M., Alfaya, J. & Bigatti, G. Benthic Diversity And Assemblage Structure Of A North Patagonian Rocky Shore: A Monitoring Legacy Of The Nagisa Project. J. Mar. Bio. Assoc. UK, 93: 8, 2049-2058 (2013) ;10.1017/s0025315413001069
Literature;Richards, D., Hurd, C., Pritchard, D., Wing, S. & Hepburn, C. Photosynthetic Response Of Monospecific Macroalgal Stands To Density. Aquat. Biol., 13: 1, 41-49 (2011) ;10.3354/ab00349
Literature;Russell, L., Hepburn, C., Hurd, C. & Stuart, M. The Expanding Range Of Undaria Pinnatifida In Southern New Zealand: Distribution, Dispersal Mechanisms And The Invasion Of Wave-exposed Environments. Biol. Invasions, 10: 1, 103-115 (2007) ;10.1007/s10530-007-9113-1
Literature;Saitoh, K. & Muraoka, D. Undaria Mitochondrial Large Subunit Ribosomal Dna (phaeophyceae, Alariaceae): Structural Properties And Use For Phylogenetic Analysis. Phycol. Res., 54: 2, 149-153 (2006) ;10.1111/j.1440-1835.2006.00423.x
Literature;Shan, T., Pang, S., Liu, F., Xu, N., Zhao, X. & Gao, S. High Genetic Diversity In Gametophyte Clones Of Undaria Pinnatifida From Vladivostok, Dalian And Qingdao Revealed Using Microsatellite Analysis. Chin. J. Oceanol. Limnol., 30: 2, 225-230 (2012) ;10.1007/s00343-012-1098-7
Literature;Shibneva, S. & Skriptsova, A. Morphological Variability Of Undaria Pinnatifida (Harvey) Suringar, 1873 (Phaeophyceae, Laminariales) In Peter The Great Bay, Sea Of Japan. Russ. J. Mar. Biol., 38: 5, 381-391 (2012) ;10.1134/s1063074012050070
Literature;Silva, P. C., Woodfield, R. A., Cohen, A. N., Harris, L. H. & Goddard, J. H. R. First Report Of The Asian Kelp Undaria Pinnatifida In The Northeastern Pacific Ocean. Biol. Invasions, 4, 3, 333–338 (2002);doi:10.1023/A:1020991726710
Literature;Stuart, M. D. Review Of Research On Undaria Pinnatifida In New Zealand And Its Potential Impacts On The Eastern Coast Of The South Island.  Doc Science Internal Series 166 (2003);
Literature;Tanaka, T., Yoshimitsu, S., Imayoshi, Y., Ishiga, Y. & Terada, R. Distribution And Characteristics Of Seaweed/seagrass Community In Kagoshima Bay, Kagoshima Prefecture, Japan. Nippon Suisan Gakkaishi, 79: 1, 20-30 (2013) ;10.2331/suisan.79.20
Literature;Teng, H., Yang, Y., Wei, H., Liu, Z., Liu, Z., Ma, Y., Gao, Z., Hou, L. & Zou, X. Fucoidan Suppresses Hypoxia-induced Lymphangiogenesis And Lymphatic Metastasis In Mouse Hepatocarcinoma. Mar. Drugs, 13: 6, 3514-3530 (2015) ;10.3390/md13063514
Literature;Uwai, S., Arai, S., Morita, T. & Kawai, H. Genetic Distinctness And Phylogenetic Relationships Among Undaria Species (laminariales, Phaeophyceae) Based On Mitochondrial Cox3 Gene Sequences. Phycol. Res., 55: 4, 263-271 (2007) ;10.1111/j.1440-1835.2007.00469.x
Literature;Uwai, S., Nelson, W., Neill, K., Wang, W., Aguilar-rosas, L., Boo, S., Kitayama, T. & Kawai, H. Genetic Diversity In Undaria Pinnatifida (Laminariales, Phaeophyceae) Deduced From Mitochondria Genes – Origins And Succession Of Introduced Populations. Phycologia, 45: 6, 687-695 (2007) ;10.2216/05-66.1
Literature;Uwai, S., Yotsukura, N., Serisawa, Y., Muraoka, D., Hiraoka, M. & Kogame, K. Intraspecific Genetic Diversity Of Undaria Pinnatifida In Japan, Based On The Mitochondrial Cox3 Gene And The Its1 Of Nrdna. Hydrobiologia, 553: 1, 345-356 (2005) ;10.1007/s10750-005-0883-0
Literature;Valentine, J. & Johnson, C. Establishment Of The Introduced Kelp Undaria Pinnatifida In Tasmania Depends On Disturbance To Native Algal Assemblages. J. Exp. Mar. Biol. Ecol., 295: 1, 63-90 (2003) ;10.1016/s0022-0981(03)00272-7
Literature;Veiga, P., Torres, A., Rubal, M., Troncoso, J. & Sousa-Pinto, I. The Invasive Kelp Undaria Pinnatifida (Laminariales, Ochrophyta) Along The North Coast Of Portugal: Distribution Model Versus Field Observations. Mar. Pollut. Bull., 84: 1-2, 363-365 (2014) ;10.1016/j.marpolbul.2014.05.038
Literature;Voisin, M., Engel, C. & Viard, F. Differential Shuffling Of Native Genetic Diversity Across Introduced Regions In A Brown Alga: Aquaculture Vs. Maritime Traffic Effects. Proc. Natl. Acad. Sci. U. S. A., 102: 15, 5432-5437 (2005) ;10.1073/pnas.0501754102
Literature;Wallentinus, I. Alien Species Alert: On Undaria Pinnatifida (Wakame Or Japanese Kelp). CES Cooperative Research Report No. 283 (2007);
Literature;Wang, X., Wang, D., Li, D. & Duan, D. Genetic Analysis Of The Gametophytes Of Undaria Pinnatifida (Phaeophyceae) With Issr Method. Aquacult. 258: 1-4, 250-256 (2006) ;10.1016/j.aquaculture.2006.04.029
Literature;Watanabe, Y., Nishihara, G., Tokunaga, S. & Terada, R. The Effect Of Irradiance And Temperature Responses And The Phenology Of A Native Alga, Undaria Pinnatifida (Laminariales), At The Southern Limit Of Its Natural Distribution In Japan. J. Appl. Phycol., 26: 6, 2405-2415 (2014) ;10.1007/s10811-014-0264-z
Literature;Won, N., Kawamura, T., Onitsuka, T., Hayakawa, J., Watanabe, S., Horii, T., Takami, H. & Watanabe, Y. Community And Trophic Structures Of Abalone Haliotis Diversicolor Habitat In Sagami Bay, Japan. Fish. Sci., 73: 5, 1123-1136 (2007) ;10.1111/j.1444-2906.2007.01444.x
Literature;Yamada, M., Yamamoto, K., Ushihara, Y. & Kawai, H. Variation In Metal Concentrations In The Brown Alga Undaria Pinnatifida In Osaka Bay, Japan. Phycol. Res., 55: 3, 222-230 (2007) ;10.1111/j.1440-1835.2007.00465.x
Literature;Yang, M., Her, N., Ryu, J. & Yoon, Y. Determination Of Perchlorate And Iodide Concentrations In Edible Seaweeds. Int. J. Environ. Sci. Technol., 11: 3, 565-570 (2013) ;10.1007/s13762-013-0263-7
Literature;Yin, X., Min, W., Lin, H. & Chen, W. Population Dynamics, Protein Content, And Lipid Composition Of Brachionus Plicatilis Fed Artificial Macroalgal Detritus And Nannochloropsis Sp. Diets. Aquacult. 380-383: 62-69 (2012) ;10.1016/j.aquaculture.2012.11.018
Literature;Yoo J.T., Choi Y. M., Yang M. H., Im Y. J., Ko J. C. & Chang D. S. Biological Environmental Characteristics In Habitats Of An Abalone Haliotis Diversicolor In The Eastern Coast Jeju-do, Korea. Korean J. Malacol., 25, 3:231-236 (2009);
Literature;Zabin, C., Ashton, G., Brown, C. & Ruiz, G. Northern Range Expansion Of The Asian Kelp Undaria Pinnatifida (Harvey) Suringar (Laminariales, Phaeophyceae) In Western North America. Aquat. Invasions, 4: 3, 429-434 (2009) ;10.3391/ai.2009.4.3.1
Literature;Zhou, A., Robertson, J., Hamid, N., Ma, Q. & Lu, J. Changes In Total Nitrogen And Amino Acid Composition Of New Zealand Undaria Pinnatifida With Growth, Location And Plant Parts. Food Chem., 186: 319-325 (2014) ;10.1016/j.foodchem.2014.06.016
Literature;Elso, M., Manent, P., Luque, A., Ramdani, M. & Robaina, R. Genetic Description And Remote Sensing Techniques As Management Tools For Zostera Noltii Seagrass Populations Along The Atlantic Moroccan Coast. J. Coast. Res., 33: 1, 78 (2016) ;10.2112/jcoastres-d-15-00111.1
Literature;Reusch, T., Stam, W. & Olsen, J. A. Microsatellite-Based Estimation Of Clonal Diversity And Population Subdivision In Zostera Marina, A Marine Flowering Plant. Mol. Ecol., 9: 2, 127-140 (2003) ;10.1046/j.1365-294x.2000.00839.x
Literature;Marins, B., Amado-filho, G., Barbarino, E., Pereira-filho, G. & Longo, L. Seasonal Changes In Population Structure Of The Tropical Deep-water Kelplaminaria Abyssalis. Phycol. Res. 62: 1, 55-62 (2013) ;10.1111/pre.12034
Literature;González-correa, J., Bayle, J., Sánchez-lizaso, J., Valle, C., Sánchez-jerez, P. & Ruiz, J. Recovery Of Deep Posidonia Oceanica Meadows Degraded By Trawling. J. Exp. Mar. Biol. Ecol. 320: 1, 65-76 (2005) ;10.1016/j.jembe.2004.12.032
Literature;Rende, S., Stroobant, M., Del Pino, Á. & Polifrone, M. Application Of Image Analysis Software To The Morphometrics Of Posidonia Oceanica (l.) Delile And Cymodocea Nodosa (ucria) Ascherson. Bot. Mar. 55: 3,  (2012) ;10.1515ot-2011-0003
Literature;Bravo, G., Márquez, F., Marzinelli, E., Mendez, M. & Bigatti, G. Effect of recreational Diving on Patagonian rocky reefs. Mar. Environ. Res. 104, 31-36 (2015).;10.1016/j.marenvres.2014.12.002
Literature;Casas, G., Piriz, M. & Parodi, E. Population Features Of The Invasive Kelp Undaria Pinnatifida (Phaeophyceae: Laminariales) In Nuevo Gulf (Patagonia, Argentina). J. Mar. Biol. Assoc. UK 88: 1, 21-28 (2008).;10.1017/s0025315408000246
Literature;Plaza Cazón, J., Viera, M., Sala, S. & Donati, E. Biochemical characterization of Macrocystis pyrifera and Undaria pinnatifida (Phaeophyceae) in relation to their potentiality as biosorbents. Phycologia 53: 1, 100-108 (2014).;10.2216/12-106.1
Literature;Choi C., Oh S. & Kang, I. Subtidal Marine Algal Community of Jisepo In Geoje, Korea. J. Fac. Agr. Kyushu Univ. 54(2), 339–345 (2009).;
Literature;Choi, H., Kim, Y., Lee, S. & Nam, K. Growth and reproductive patterns of Undaria pinnatifida sporophytes in a cultivation farm in Busan, Korea. J. Appl. Phycol. 19: 2, 131-138 (2007).;10.1007/s10811-006-9119-6
Literature;Epherra, L., Gil, D., Rubilar, T., Perez-gallo, S., Reartes, M. & Tolosano, J. Temporal And Spatial Differences In The Reproductive Biology Of The Sea Urchin Arbacia Dufresnii. Mar. Freshwater Res. 66: 4, 329 (2014) ;10.1071/mf14080
Literature;Kai, T., Nimura, K., Yasui, H. & Mizuta, H. Regulation Of Sorus Formation By Auxin In Laminariales Sporophyte. J. Appl. Phycol. 18: 1, 95-101 (2006) ;10.1007/s10811-005-9020-8
Literature;Martín, L., Boraso De Zaixso, A. & Leonardi, P. Biomass Variation And Reproductive Phenology Of Gracilaria Gracilis In A Patagonian Natural Bed (chubut, Argentina). J. Appl. Phycol. 23: 4, 643-654 (2010) ;10.1007/s10811-010-9555-1
Literature;Ogasawara, M., Matsui, T. & Agatsuma, Y. Growth And Rapid Gonad Recovery Of The Sea Urchinhemicentrotus Pulcherrimusafter Spawning In Anundaria Pinnatifidaandsaccharina Japonicakelp Bed. J. Shellfish Res. 30: 1, 159-166 (2011) ;10.2983/035.030.0123
Literature;Sakamoto, N., Kano, N. & Imaizumi, H. Biosorption Of Uranium And Rare Earth Elements Using Biomass Of Algae. Bioinorg. Chem. Appl., 2008: 1-8 (2008) ;10.1155/2008/706240
Literature;Schiel, D. & Thompson, G. Demography And Population Biology Of The Invasive Kelp Undaria Pinnatifida On Shallow Reefs In Southern New Zealand. J. Exp. Mar. Biol. Ecol., 434-435: 25-33 (2012) ;10.1016/j.jembe.2012.07.023
Literature;Sfriso, A. & Facca, C. Annual Growth And Environmental Relationships Of The Invasive Species Sargassum Muticum And Undaria Pinnatifida In The Lagoon Of Venice. Estuar. Coast. Shelf Sci. 129: 162-172 (2013) ;10.1016/j.ecss.2013.05.031
Literature;Sliwa, C., Johnson, C. & Hewitt, C. Mesoscale Dispersal Of The Introduced Kelp Undaria Pinnatifida Attached To Unstable Substrata. Bot. Mar., 49: 5/6,  (2006) ;10.1515ot.2006.051
Literature;Venerus, L., Irigoyen, A., Galván, D. & Parma, A. Spatial Dynamics Of The Argentine Sandperch, Pseudopercis Semifasciata (Pinguipedidae), In Temperate Rocky Reefs From Northern Patagonia, Argentina. Mar. Freshwater Res., 65: 1, 39 (2013) ;10.1071/mf12163
Literature;Zhang, S., Wang, L. & Wang, W. Algal Communities At Gouqi Island In The Zhoushan Archipelago, China. J. Appl. Phycol., 20: 5, 853-861 (2008) ;10.1007/s10811-008-9338-0
Literature;Buonomo, R., Chefaoui, R., Lacida, R., Engelen, A., Serrão, E. & Airoldi, L. Predicted Extinction Of Unique Genetic Diversity In Marine Forests Of Cystoseira Spp. Mar. Environ. Res., 138: 119-128 (2018) ;10.1016/j.marenvres.2018.04.013
Literature;Coyer, J., Hoarau, G., Van Schaik, J., Luijckx, P. & Olsen, J. Trans-pacific And Trans-arctic Pathways Of The Intertidal Macroalga Fucus Distichus L. Reveal Multiple Glacial Refugia And Colonizations From The North Pacific To The North Atlantic. J. Biogeogr. 38: 4, 756-771 (2010) ;10.1111/j.1365-2699.2010.02437.x
Literature;Jueterbock, A., Smolina, I., Coyer, J. & Hoarau, G. The Fate Of The Arctic Seaweedfucus Distichusunder Climate Change: An Ecological Niche Modeling Approach. Usda. N. Cent. 6: 6, 1712-1724 (2016) ;10.1002/ece3.2001
Literature;Orfanidis, S., Papathanasiou, V., Gounaris, S. & Theodosiou, T. Size Distribution Approaches For Monitoring And Conservation Of Coastalcymodoceahabitats. Aquat. Conserv.: Mar. Freshw. Ecosyst., 20: 2, 177-188 (2009) ;10.1002/aqc.1069
Literature;Alberto, F., Massa, S., Manent, P., Diaz-almela, E., Arnaud-haond, S., Duarte, C. & Serrão, E. Genetic Differentiation And Secondary Contact Zone In The Seagrasscymodocea Nodosaacross The Mediterranean-atlantic Transition Region. J. Biogeogr. 35: 7, 1279-1294 (2008) ;10.1111/j.1365-2699.2007.01876.x
Literature;Cunha, A., Assis, J. & Serrão, E. Reprint Of “seagrasses In Portugal: A Most Endangered Marine Habitat”. Aquat. Bot. 115: 3-13 (2014) ;10.1016/j.aquabot.2014.02.007
Literature;Kontiza, I., Stavri, M., Zloh, M., Vagias, C., Gibbons, S. & Roussis, V. New Metabolites With Antibacterial Activity From The Marine Angiosperm Cymodocea Nodosa. Tetrahedron 64: 8, 1696-1702 (2008) ;10.1016/j.tet.2007.12.007
Literature;Kontiza, I., Vagias, C., Jakupovic, J., Moreau, D., Roussakis, C. & Roussis, V. Cymodienol And Cymodiene: New Cytotoxic Diarylheptanoids From The Sea Grass Cymodocea Nodosa. Tetrahedron Lett. 46: 16, 2845-2847 (2005) ;10.1016/j.tetlet.2005.02.123
Literature;Barsanti, M., Delbono, I., Ferretti, O., Peirano, A., Bianchi, C. & Morri, C. Measuring Change Of Mediterranean Coastal Biodiversity: Diachronic Mapping Of The Meadow Of The Seagrass Cymodocea Nodosa (ucria) Ascherson In The Gulf Of Tigullio (ligurian Sea, Nw Mediterranean). Hydrobiologia 580: 1, 35-41 (2007) ;10.1007/s10750-006-0467-7
Literature;Garrido, M., Lafabrie, C., Torre, F., Fernandez, C. & Pasqualini, V. Resilience And Stability Of Cymodocea Nodosa Seagrass Meadows Over The Last Four Decades In A Mediterranean Lagoon. Estuarine Coastal Shelf Sci. 130: 89-98 (2013) ;10.1016/j.ecss.2013.05.035
Literature;Aligizaki, K. & Nikolaidis, G. The Presence Of The Potentially Toxic Genera Ostreopsis And Coolia (dinophyceae) In The North Aegean Sea, Greece. Harmful Algae 5: 6, 717-730 (2006) ;10.1016/j.hal.2006.02.005
Literature;Tsirika, A. & Haritonidis, S. A Survey Of The Benthic Flora In The National Marine Park Of Zakynthos (greece). Bot. Mar. 48: 1,  (2005) ;10.1515ot.2005.002
Literature;Mabrouk, L., Ben Brahim, M., Hamza, A., Mahfoudhi, M. & Bradai, M. A Comparison Of Abundance And Diversity Of Epiphytic Microalgal Assemblages On The Leaves Of The Seagrassesposidonia Oceanica(l.) Andcymodocea Nodosa(ucria) Asch In Eastern Tunisia. Russ. J. Mar. Biol. 2014: 1-10 (2014) ;10.1155/2014/275305
Literature;Hassine, O., Zouari, S. & Rabaoui, L. Two Species Of Crustacea (decapoda) Associated With The Fan Mussel, Pinna Nobilis Linnaeus, 1758 (mollusca, Bivalvia). Crustaceana 81: 4, 433-446 (2008) ;10.1163/156854008783797507
Literature;Marina, P., Urra, J., Rueda, J. & Salas, C. Composition And Structure Of The Molluscan Assemblage Associated With A Cymodocea Nodosa Bed In South-eastern Spain: Seasonal And Diel Variation. Helgoland Mar. Res. 66: 4, 585-599 (2012) ;10.1007/s10152-012-0294-3
Literature;Natij, L. Khalil, K., Loudiki, M. & Elkalay K. A First Attempt At Seagrass Repartitioning In The Moroccan Coasts. Int. J. Innov. Sci. Res., 10, 401-408 (2014);
Literature;Bonanno, G. & Di Martino, V. Seagrass Cymodocea Nodosa As A Trace Element Biomonitor: Bioaccumulation Patterns And Biomonitoring Uses. J. Geochem. Explor. 169: 43-49 (2016) ;10.1016/j.gexplo.2016.07.010
Literature;Souâd T Distribution Of Toxic Dinoflagellates Along The Leaves Of Seagrass Posidonia Oceanica And Cymodocea Nodosa From The Gulf Of Tunis. Cahiers De Biol. Mar., 46, 29-34. (2005);
Literature;Sghaier, Y., Zakhama-sraieb, R. & Charfi-cheikhrouha, F. Primary Production And Biomass In A Cymodocea Nodosa Meadow In The Ghar El Melh Lagoon, Tunisia. Bot. Mar. 54: 4,  (2011) ;10.1515ot.2011.045
Literature;Ramdani, M., Sahnouni, F., Haloui, B., Elkhiati, N., Flower, R., Mesfioui, A. & Ramdani, M. Macroepiphytes And Macroalgae (Phaeophyceae, Rhodophyceae And Chlorophyceae) In The Nador Lagoon (Morocco). J. Bio. Env. Sci., 7, 252-261 (2015);
Literature;Craig, C., S. Wyllie-echeverria, E. Carrington & D. Shafer. 2008. Short-term Sediment Burial Effects On The Seagrass Phyllospadix Scouleri. Emrrp Technical Notes Collection (erdc Tn-emrrp-ei-03). Vicksburg, Ms: U.s. Army Engineer Research And Development Center.;
Literature;Galloway, A., Britton-simmons, K., Duggins, D., Gabrielson, P. & Brett, M. Fatty Acid Signatures Differentiate Marine Macrophytes At Ordinal And Family Ranks1. J. Phycol., 48: 4, 956-965 (2012) ;10.1111/j.1529-8817.2012.01173.x
Literature;Wyllie-Echeverria, S. & Ackerman, J. D. Seagrasses Of The Pacific Coast Of North America. In: World Atlas Of Seagrass. Ed. E. P., Green And F. T., Short, 199-206. Berkeley, Ca, Usa: University Of California Press (2003);
Literature;Wyllie-Echeverria, T., Hannan, M. F., Wyllie-Echeverria, S. & Shafer, D. J. Surfgrass Restoration In The Northeast Pacific. Emrrp Technical Notes Collection (erdc Tn-emrrp-er-07). Vicksburg, Ms: U.s. Army Engineer Research And Development Center (2007);
Literature;West, J. & Zuccarello, G. Taxonomic Deflation: Molecular Evidence Places Membranella Nitens In Taxonomic Synonymy With Smithora Naiadum (erythropeltidales, Compsopogonophyceae, Rhodophyta). Phycologia 48: 6, 543-546 (2009) ;10.2216/09-16.1
Literature;Assis, J., Araújo, M. & Serrão, E. Projected Climate Changes Threaten Ancient Refugia Of Kelp Forests In The North Atlantic. Glob. Chang. Biol., 24: 1, e55-e66 (2017) ;10.1111/gcb.13818
Literature;Macreadie, P. I., Sullivan, B., Evans, S. M. & Smith, T. M. Biogeography Of Australian Seagrasses: Nsw, Victoria, Tasmania And Temperate Queensland. In: Seagrasses Of Australia, 31-59 (2018);https://doi.org/10.1007/978-3-319-71354-0_2
Literature;Fraser, M., Kendrick, G., Statton, J., Hovey, R., Zavala-perez, A. & Walker, D. Extreme Climate Events Lower Resilience Of Foundation Seagrass At Edge Of Biogeographical Range. J. Ecol. 102: 6, 1528-1536 (2014) ;10.1111/1365-2745.12300
Literature;Verduin, J. & Backhaus, J. Dynamics Of Plant–flow Interactions For The Seagrass Amphibolis Antarctica: Field Observations And Model Simulations. Estuar. Coast. Shelf Sci., 50: 2, 185-204 (2002) ;10.1006/ecss.1999.0567
Literature;Mcdonald, J., Coupland, G. & Kendrick, G. Underwater Video As A Monitoring Tool To Detect Change In Seagrass Cover. J. Environ. Manage., 80: 2, 148-155 (2005) ;10.1016/j.jenvman.2005.08.021
Literature;Kilminster, K., Hovey, R., Waycott, M. & Kendrick, G. A. Seagrasses Of Southern And South-western Australia. In: Seagrasses Of Australia, 3, 61-89 (2018);https://doi.org/10.1007/978-3-319-71354-0_3
Literature;Bryars, S. & Bryars, S. Can Regional Nutrient Status Be Used To Predict Plant Biomass, Canopy Structure And Epiphyte Biomass In The Temperate Seagrass Amphibolis Antarctica?. Mar. Freshwater Res., 60: 10, 1054 (2009) ;10.1071/mf08194
Literature;Kamermans, P., Hemminga, M., Marbà, N., Mateo, M., Mtolera, M. & Stapel, J. Leaf Production, Shoot Demography, And Flowering Of Thalassodendron Ciliatum Along The East African Coast. Aquat. Bot., 70: 3, 243-258 (2002) ;10.1016/s0304-3770(01)00156-5
Literature;Shalena, F. W., Florence, A. M., Thomas, J. L., Mitrasen, B. & Björk, A. M. Short-term Effects Of Three Herbicides On The Maximum Quantum Yield And Electron Transport Rate Of Tropical Seagrass Thalassodendron Ciliatum. Tanz. J. Nat. App. Sci., 3, 458-466 (2012);
Literature;Manikandan, S., Ganesapand, S. & Parthiban, K. Distribution And Zonation Of Seagrasses In The Palk Bay, Southeastern India. J. Fish. Aquat. Sci. 6: 2, 178-185 (2011) ;10.3923/jfas.2011.178.185
Literature;Lin, H. J., Hsieh, L. Y. &  Liu, P. J. Seagrasses Of Tongsha Island, With Descriptions Of Four New Records To Taiwan. Bot. Bull. Acad. Sin. 46, 163-168 (2005);
Literature;Daudi, L., Lugomela, C., Uku, J. & De Troch, M. Effect Of Nutrient Enrichment On Seagrass Associated Meiofauna In Tanzania. Mar. Environ. Res., 82: 49-58 (2012) ;10.1016/j.marenvres.2012.09.005
Literature;Eklöf, J., De La Torre-castro, M., Gullström, M., Uku, J., Muthiga, N., Lyimo, T. & Bandeira, S. Sea Urchin Overgrazing Of Seagrasses: A Review Of Current Knowledge On Causes, Consequences, And Management. Estuar. Coast. Shelf Sci., 79: 4, 569-580 (2008) ;10.1016/j.ecss.2008.05.005
Literature;Green, E. P. & Short, F. T. The Red Sea Seagrasses. In: World Atlas of Seagrasses. Prepared by UNEP World Conservation Monitoring Centre. Universitty Of California Press, 68-72 (2003);
Literature;El Shaffai, A. Field Guide to Seagrasses of the Red Sea. Rouphael, A. and Abdulla, A., eds. First Edition. Gland, Switzerland: IUCN and Courbevoie, France: Total Foundation. viii + 56pp (2011);
Literature;Prasetya, J. D., Supriharyono, A.A. & Purwanti, F. Diversity Based Sustainable Management For Seagrass Ecosystem: Assessing Distribution And Diversity Of Seagrass In Marine Protected Area. Adv. Sci. Lett., 23: 3, 2413-2415 (2017) ;10.1166/asl.2017.8665
Literature;Milchakova, N., Phillips, R. & Ryabogina, V. New Data On The Locations Of Seagrass Species In The Indian Ocean. Atoll Res. Bull., 537: 177-188 (2012) ;10.5479/si.00775630.537.177
Literature;Eklöf, J., Fröcklin, S., Lindvall, A., Stadlinger, N., Kimathi, A., Uku, J. & Mcclanahan, T. How Effective Are Mpas? Predation Control And ‘spill-in Effects’ In Seagrass–coral Reef Lagoons Under Contrasting Fishery Management. Mar. Ecol. Prog. Ser., 384: 83-96 (2009) ;10.3354/meps08024
Literature;Anton, A., Hendriks, I., Marbà, N., Krause-jensen, D., Garcias-bonet, N. & Duarte, C. Iron Deficiency In Seagrasses And Macroalgae In The Red Sea Is Unrelated To Latitude And Physiological Performance. Front. Mar. Sci., 5:  (2018) ;10.3389/fmars.2018.00074
Literature;Abdelhameed, R., Ibrahim, A., Yamada, K. & Ahmed, S. Correction To: Cytotoxic And Anti-inflammatory Compounds From Red Sea Grass Thalassodendron Ciliatum. Med. Chem. Res. 27: 6, 1740-1740 (2018) ;10.1007/s00044-018-2181-1
Literature;Esteban, N., Unsworth, R., Gourlay, J. & Hays, G. The Discovery Of Deep-water Seagrass Meadows In A Pristine Indian Ocean Wilderness Revealed By Tracking Green Turtles. Mar. Pollut. Bull. 134: 99-105 (2018) ;10.1016/j.marpolbul.2018.03.018
Literature;Wicaksono, P., Salivian Wisnu Kumara, I., Kamal, M., Afif Fauzan, M., Zhafarina, Z., Agus Nurswantoro, D. & Noviaris Yogyantoro, R. Multispectral Resampling Of Seagrass Species Spectra: Worldview-2, Quickbird, Sentinel-2a, Aster Vnir, And Landsat 8 Oli. IOP Conference Series: Earth and Environmental Science 98: 012039 (2017) ;10.1088/1755-1315/98/1/012039
Literature;Bryars S. & Neverauskas V. Natural Recolonisation Of Seagrasses At A Disused Sewage Sludge Outfall. Aquat. Bot., 80: 4, 283-289 (2004);10.1016/j.aquabot.2004.09.001
Literature;Burkholder, D., Heithaus, M. & Fourqurean, J. Feeding Preferences Of Herbivores In A Relatively Pristine Subtropical Seagrass Ecosystem. Mar. Freshwater Res., 63: 11, 1051 (2012) ;10.1071/mf12029
Literature;Thomson, J., Burkholder, D., Heithaus, M., Fourqurean, J., Fraser, M., Statton, J. & Kendrick, G. Extreme Temperatures, Foundation Species, And Abrupt Ecosystem Change: An Example From An Iconic Seagrass Ecosystem. Glob. Chang. Biol., 21: 4, 1463-1474 (2014) ;10.1111/gcb.12694
Literature;Tanner, J. & Tanner, J. Restoration Of The Seagrass Amphibolis Antarctica—Temporal Variability And Long-term Success. Estuaries Coasts, 38: 2, 668-678 (2014) ;10.1007/s12237-014-9823-4
Literature;Orth, R., Kendrick, G. & Marion, S. Predation On Posidonia Australis Seeds In Seagrass Habitats Of Rottnest Island, Western Australia: Patterns And Predators. Mar. Ecol. Prog. Ser., 313: 105-114 (2007) ;10.3354/meps313105
Literature;Steer, M. & Moltschaniwskyj, N. The Effects Of Egg Position, Egg Mass Size, Substrate And Biofouling On Embryo Mortality In The Squid Sepioteuthis Australis. Rev. Fish Biol. Fisher., 17: 2-3, 173-182 (2006) ;10.1007/s11160-006-9023-9
Literature;Luccieer, V., Lawler, M., A P. & Morffew, M. Seamap Tasmania- Mapping The Gaps. Final Report To NRM North, Tasmanian Aquaculture And Fisheries Institute, 1-195. (2009);
Literature;Spruzen, F., Richardson, A. & Woehler, E. Influence Of Environmental And Prey Variables On Low Tide Shorebird Habitat Use Within The Robbins Passage Wetlands, Northwest Tasmania. Estuar. Coast. Shelf Sci., 78: 1, 122-134 (2007) ;10.1016/j.ecss.2007.11.012
Literature;Alcoverro, T. & Mariani, S. Effects Of Sea Urchin Grazing On Seagrass (Thalassodendron Ciliatum) Beds Of A Kenyan Lagoon. Mar. Ecol. Prog. Ser., 226: 255-263 (2007) ;10.3354/meps226255
Literature;Bandeira, S. Leaf Production Rates Of Thalassodendron Ciliatum From Rocky And Sandy Habitats. Aquat. Bot., 72: 1, 13-24 (2002) ;10.1016/s0304-3770(01)00192-9
Literature;Gullström, M., Bodin, M., Nilsson, P. & Öhman, M. Seagrass Structural Complexity And Landscape Configuration As Determinants Of Tropical Fish Assemblage Composition. Mar. Ecol. Prog. Ser., 363: 241-255 (2008) ;10.3354/meps07427
Literature;Uku, J. & Björk, M. Productivity Aspects Of Three Tropical Seagrass Species In Areas Of Different Nutrient Levels In Kenya. Estuar. Coast. Shelf Sci., 63: 3, 407-420 (2005) ;10.1016/j.ecss.2004.12.007
Literature;Nyunja, J., Ntiba, M., Onyari, J., Mavuti, K., Soetaert, K. & Bouillon, S. Carbon Sources Supporting A Diverse Fish Community In A Tropical Coastal Ecosystem (Gazi Bay, Kenya). Estuar. Coast. Shelf Sci. 83: 3, 333-341 (2009) ;10.1016/j.ecss.2009.01.009
